spam,text
TRUE,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
TRUE,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
FALSE,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
FALSE,ÌÏ collecting ur laptop then going to configure da settings izzit?
FALSE,Dear where you will be when i reach there
FALSE,"I didnt get ur full msg..sometext is missing, send it again"
FALSE,Fine. Do you remember me.
FALSE,Cab is available.they pick up and drop at door steps.
FALSE,ÌÏ wait 4 me in sch i finish ard 5..
FALSE,Ok lor then we go tog lor...
TRUE,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
FALSE,Lmao!nice 1
FALSE,Chk in ur belovd ms dict
FALSE,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
FALSE,O we cant see if we can join denis and mina? Or does denis want alone time
FALSE,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
FALSE,I wont. So wat's wit the guys
FALSE,You will go to walmart. I.ll stay.
FALSE,I've sent Ì_ my part..
TRUE,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
FALSE,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
FALSE,Are you planning to come chennai?
FALSE,Okie
FALSE,I don't know but I'm raping dudes at poker
FALSE,"Hmm well, night night"
FALSE,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
FALSE,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
FALSE,Where r we meeting?
FALSE,We confirm eating at esplanade?
TRUE,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
TRUE,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
FALSE,Otherwise had part time job na-tuition..
FALSE,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
FALSE,Ok...
FALSE,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
FALSE,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
FALSE,Well good morning mr . Hows london treatin' ya treacle?
FALSE,TELL HER I SAID EAT SHIT.
TRUE,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
FALSE,When/where do I pick you up
FALSE,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
FALSE,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
FALSE,Sat right? Okay thanks...
FALSE,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
FALSE,"fyi I'm at usf now, swing by the room whenever"
FALSE,Which channel:-):-):):-).
TRUE,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
FALSE,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
FALSE,Ya! when are Ì_ taking ure practical lessons? I start in june..
TRUE,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
FALSE,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
TRUE,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
TRUE,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
FALSE,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
TRUE,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
FALSE,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
FALSE,They just talking thats it de. They wont any other.
FALSE,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
TRUE,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
TRUE,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
TRUE,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
FALSE,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
FALSE,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
FALSE,"K I'll head out in a few mins, see you there"
FALSE,Dont let studying stress you out. L8r.
FALSE,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
FALSE,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
TRUE,ringtoneking 84484
FALSE,Oh... Kay... On sat right?
FALSE,If i said anything wrong sorry de:-)
FALSE,"Merry Christmas to you too babe, i love ya *kisses*"
FALSE,I love to give massages. I use lots of baby oil... What is your fave position?
FALSE,Where to get those?
FALSE,"Babe, I'm back ... Come back to me ..."
TRUE,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
FALSE,You still around? I could use a half-8th
TRUE,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
FALSE,S:)no competition for him.
FALSE,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
FALSE,K:)k..its good:)when are you going?
FALSE,* You gonna ring this weekend or wot?
FALSE,K..k..i'm also fine:)when will you complete the course?
FALSE,I place all ur points on e cultures module already.
FALSE,That's the way you should stay oh.
FALSE,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
FALSE,"Like  &lt;#&gt; , same question"
FALSE,So how many days since then?
FALSE,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
FALSE,Is that what time you want me to come?
FALSE,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
FALSE,Also track down any lighters you can find
FALSE,U can call me now...
FALSE,Do you work all this week ?
FALSE,happened here while you were adventuring
FALSE,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
FALSE,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
FALSE,Hey what are you doing. Y no reply pa..
FALSE,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
FALSE,Its not that time of the month nor mid of the time?
FALSE,Thank you princess! I want to see your nice juicy booty...
FALSE,You got job in wipro:)you will get every thing in life in 2 or 3 years.
FALSE,:-) yeah! Lol. Luckily i didn't have a starring role like you!
FALSE,Also maaaan are you missing out
FALSE,"If e timing can, then i go w u lor..."
FALSE,Same. Wana plan a trip sometme then
FALSE,Its ok..come to my home it vl nice to meet and v can chat..
FALSE,I dont understand your message.
FALSE,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
FALSE,Havent.
TRUE,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
FALSE,So Ì_ pay first lar... Then when is da stock comin...
FALSE,First answer my question.
FALSE,Ha ha cool cool chikku chikku:-):-DB-)
FALSE,"Sorry, I'll call later"
TRUE,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
FALSE,Am not interested to do like that.
FALSE,Ok then no need to tell me anything i am going to sleep good night
FALSE,"Haha get used to driving to usf man, I know a lot of stoners"
FALSE,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
FALSE,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
FALSE,"Nothing, i got msg frm tht unknown no.."
FALSE,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
TRUE,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
TRUE,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
FALSE,Only saturday and sunday holiday so its very difficult:)
FALSE,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
FALSE,1's finish meeting call me.
FALSE,Thanx but my birthday is over already.
FALSE,Why you keeping me away like this
FALSE,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
FALSE,"That's fine, have him give me a call if he knows what he wants or has any questions"
FALSE,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
FALSE,I can't describe how lucky you are that I'm actually awake by noon
FALSE,"Awesome, I'll see you in a bit"
FALSE,I am waiting machan. Call me once you free.
FALSE,But i'm surprised she still can guess right lor...
TRUE,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
FALSE,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
TRUE,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
FALSE,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
FALSE,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
FALSE,Hey what's up charles sorry about the late reply.
TRUE,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
FALSE,Well welp is sort of a semiobscure internet thing
FALSE,Thanx a lot...
FALSE,I dont know oh. Hopefully this month.
FALSE,say thanks2.
TRUE,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
FALSE,At 7 we will go ok na.
TRUE,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
FALSE,You've always been the brainy one.
FALSE,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
FALSE,Good words.... But words may leave u in dismay many times.
FALSE,"Sir Goodmorning, Once free call me."
FALSE,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
FALSE,Yup i'm elaborating on the safety aspects and some other issues..
FALSE,Love it! The girls at the office may wonder why you are smiling but sore...
FALSE,K I'll be there before 4.
FALSE,"Nah can't help you there, I've never had an iphone"
FALSE,I'll be at mu in like  &lt;#&gt;  seconds
TRUE,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
FALSE,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
FALSE,Update your face book status frequently :)
FALSE,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
FALSE,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
FALSE,Er mw im filled tuth is aight
FALSE,"Call me, i am senthil from hsbc."
FALSE,Yo dude guess who just got arrested the other day
FALSE,You'll never believe this but i have actually got off at taunton. Wow
FALSE,Am i that much dirty fellow?
TRUE,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
TRUE,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
FALSE,Hey they r not watching movie tonight so i'll prob b home early...
FALSE,Ugh hopefully the asus ppl dont randomly do a reformat.
FALSE,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
FALSE,Its ok my arm is feeling weak cuz i got a shot so we can go another time
TRUE,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
TRUE,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
FALSE,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
FALSE,Yup... I havent been there before... You want to go for the yoga? I can call up to book
FALSE,Reason is if the team budget is available at last they buy the unsold players for at base rate..
FALSE,I dunno lei... Like dun haf...
FALSE,The battery is for mr adewale my uncle. Aka Egbon
FALSE,Sorry that was my uncle. I.ll keep in touch
FALSE,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
FALSE,Joy's father is John. Then John is the NAME of Joy's father. Mandan
FALSE,Yar else i'll thk of all sorts of funny things.
TRUE,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
FALSE,Is xy in ur car when u picking me up?
FALSE,Even my brother is not like to speak with me. They treat me like aids patent.
FALSE,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
FALSE,Y de asking like this.
FALSE,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
FALSE,Dont talk to him ever ok its my word.
TRUE,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
FALSE,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
FALSE,"Come round, it's ."
TRUE,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
FALSE,Thanx...
TRUE,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
FALSE,Meet after lunch la...
FALSE,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
FALSE,Wishing you a wonderful week.
FALSE,Want to finally have lunch today?
FALSE,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
FALSE,Dude got a haircut. Now its breezy up there
FALSE,Anything lor. Juz both of us lor.
FALSE,Hi dude hw r u da realy mising u today
FALSE,Where did u go? My phone is gonna die you have to stay in here
FALSE,Ya just telling abt tht incident..
FALSE,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
TRUE,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
FALSE,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
FALSE,"Sorry my roommates took forever, it ok if I come by now?"
FALSE,He's just gonna worry for nothing. And he won't give you money its no use.
FALSE,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
FALSE,Oh k.i think most of wi and nz players unsold.
FALSE,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
FALSE,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
FALSE,I'm at home. Please call
FALSE,There are many company. Tell me the language.
FALSE,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
FALSE,No..its ful of song lyrics..
FALSE,"Hi elaine, is today's meeting confirmed?"
TRUE,88800 and 89034 are premium phone services call 08718711108
FALSE,"Aight yo, dats straight dogg"
FALSE,If you are not coughing then its nothing
FALSE,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
FALSE,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
FALSE,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
FALSE,"* Was really good to see you the other day dudette, been missing you!"
FALSE,Dear :-/ why you mood off. I cant drive so i brother to drive
FALSE,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
FALSE,We have to pick rayan macleran there.
FALSE,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
TRUE,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
FALSE,How are you with moneY...as in to you...money aint a thing....how are you sha!
FALSE,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
FALSE,Ok both our days. So what are you making for dinner tonite? Am I invited?
FALSE,"Sure, I'll see if I can come by in a bit"
FALSE,He's in lag. That's just the sad part but we keep in touch thanks to skype
FALSE,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
FALSE,Oh k. . I will come tomorrow
FALSE,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
FALSE,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
FALSE,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
FALSE,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
TRUE,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
FALSE,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
FALSE,"Machan you go to gym tomorrow,  i wil come late goodnight."
FALSE,I just saw ron burgundy captaining a party boat so yeah
FALSE,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
FALSE,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
FALSE,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
FALSE,Enjoy ur life. . Good night
FALSE,Mum not going robinson already.
FALSE,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
FALSE,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
FALSE,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
TRUE,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
FALSE,K come to nordstrom when you're done
FALSE,I sent lanre fakeye's Eckankar details to the mail box
TRUE,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
FALSE,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
TRUE,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
FALSE,A guy who gets used but is too dumb to realize it.
FALSE,I accidentally deleted the message. Resend please.
TRUE,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
FALSE,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
FALSE,Ok no prob. Take ur time.
FALSE,I am in hospital da. . I will return home in evening
FALSE,Apps class varaya elaya.
TRUE,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
FALSE,My birthday is on feb  &lt;#&gt;  da. .
FALSE,Ryder unsold.now gibbs.
FALSE,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
FALSE,if you text on your way to cup stop that should work. And that should be BUS
FALSE,I think i've fixed it can you send a test message?
TRUE,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
TRUE,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
FALSE,"Great. I'm in church now, will holla when i get out"
FALSE,Don no da:)whats you plan?
FALSE,Then she buying today? ÌÏ no need to c meh...
FALSE,"St andre, virgil's cream"
FALSE,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
FALSE,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
FALSE,S.i'm watching it in live..
FALSE,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
FALSE,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
FALSE,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
FALSE,Do you think i can move  &lt;#&gt;  in a week
FALSE,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
FALSE,No prob. I will send to your email.
FALSE,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
FALSE,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
FALSE,I know complain num only..bettr directly go to bsnl offc nd apply for it..
FALSE,I only haf msn. It's yijue@hotmail.com
FALSE,By monday next week. Give me the full gist
FALSE,We're done...
FALSE,It is a good thing I'm now getting the connection to bw
FALSE,Ok going to sleep. Hope i can meet her.
FALSE,Ok i also wan 2 watch e 9 pm show...
FALSE,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
FALSE,Shall i come to get pickle
FALSE,"It's wylie, you in tampa or sarasota?"
FALSE,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
FALSE,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
FALSE,Just finished. Missing you plenty
FALSE,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
FALSE,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
FALSE,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
TRUE,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
FALSE,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
FALSE,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
FALSE,Shopping? Eh ger i toking abt syd leh...Haha
FALSE,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
FALSE,Can a not?
FALSE,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
FALSE,Nvm it's ok...
FALSE,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
TRUE,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
FALSE,Thats cool. i am a gentleman and will treat you with dignity and respect.
FALSE,Thats cool! I am a gentleman and will treat you with dignity and respect.
FALSE,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
FALSE,Our Prashanthettan's mother passed away last night. pray for her and family.
FALSE,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
TRUE,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
FALSE,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
FALSE,Unni thank you dear for the recharge..Rakhesh
FALSE,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
TRUE,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
FALSE,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
TRUE,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
FALSE,U ned to convince him tht its not possible witot hurting his feeling its the main
FALSE,I enjoy watching and playing football and basketball. Anything outdoors. And you?
FALSE,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
FALSE,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
FALSE,Meeting u is my work. . . Tel me when shall i do my work tomorrow
FALSE,I sent you  &lt;#&gt;  bucks
FALSE,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
FALSE,"(And my man carlos is definitely coming by mu tonight, no excuses)"
FALSE,Great! I shoot big loads so get ready!
FALSE,Oh is it? Send me the address
FALSE,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
FALSE,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
FALSE,I wil be there with in  &lt;#&gt;  minutes. Got any space
FALSE,But you were together so you should be thinkin about him
FALSE,Ok. Me watching tv too.
